NYISOName,PTID,Zone,UnitType,FuelType,Latitude,Longitude,maxPower,minPower,maxRampAgc,maxRamp10,maxRamp30,maxRamp60,HeatRateLM_1,HeatRateLM_0,HeatRateLM_R2,HeatRateQM_2,HeatRateQM_1,HeatRateQM_0,HeatRateQM_R2,useQM
"Astoria East Energy - CC1",323581,J,Combined Cycle,Natural Gas,40.7825,-73.8964,313,169,2.95,29.5,88.5,177,5.83873582331598,234.693432571904,0.93268654902002,0.00427892825246859,3.86524227558283,452.668767645524,0.933138401225519,1
"Bethpage GT4",323586,K,Combustion Turbine,Natural Gas,40.7469,-73.4994,49,17,0.633333333333333,6.33333333333333,19,38,18.7287330915219,-411.421906368959,0.922149791473653,0.326618025290305,-4.56189987993319,-30.3562519517771,0.935432200207446,1
"Caithness_CC_1",323624,K,Combined Cycle,Natural Gas,40.8142,-72.9403,373,252,2.725,27.25,81.75,163.5,6.82730750104751,-55.8488345958696,0.951265426749756,0.0044941926919521,4.01439131685336,380.273655687359,0.951654628206994,1
"EMPIRE_CC_1",323656,F,Combined Cycle,Natural Gas,42.6296,-73.749,327,165,2.9,29,87,174,6.74233072058273,92.6817543874588,0.970108960412602,0.0103705765940131,1.90498184575219,640.716796012745,0.973736177538316,1
"EMPIRE_CC_2",323658,F,Combined Cycle,Natural Gas,42.6296,-73.749,327,164,3.125,31.25,93.75,187.5,6.64023321520404,105.232581304045,0.974315218027916,0.0090524135700667,2.43621294825311,579.261160395501,0.977190420702609,1
"Astoria Energy 2 - CC3",323677,J,Combined Cycle,Natural Gas,40.7825,-73.8964,313,173,2.75833333333333,27.5833333333333,82.75,165.5,6.64137341625619,192.644759334996,0.983935183233685,0.0127081276007865,0.667184931344248,868.955735370407,0.9881338303044,1
"Astoria Energy 2 - CC4",323678,J,Combined Cycle,Natural Gas,40.7825,-73.8964,313,167,3.225,32.25,96.75,193.5,6.53765259369679,192.607702901738,0.984176448171494,0.0116401235905231,1.11854410382464,798.064680756425,0.988194574855468,1
"Nassau Energy Corporation",323695,K,Combined Cycle,Natural Gas,40.7259,-73.5885,53,35,0.308333333333333,3.08333333333333,9.25,18.5,7.10222028644212,154.764369192899,0.939264120701948,0.0641830724588349,1.70651209550194,267.022080263847,0.941016244172422,1
"CPV_VALLEY___CC1",323721,G,Combined Cycle,Natural Gas,41.413,-74.435,361,253,3.33333333333333,33.3333333333333,100,200,7.88990539141104,-333.030111148809,0.878008829635729,0.0231214049325194,-6.48301410409144,1891.42015689945,0.884808423450811,1
"CPV_VALLEY___CC2",323722,G,Combined Cycle,Natural Gas,41.413,-74.435,362,251,3.24166666666667,32.4166666666667,97.25,194.5,7.74552808762995,-290.510061388044,0.898048529826396,0.025314054013171,-7.96109615954062,2134.8759228098,0.907452383313681,1
"Jamestown 7",1659,A,Combustion Turbine,Natural Gas,42.0917,-79.2417,46,32,0.35,3.5,10.5,21,5.23349326746679,213.840129554728,0.244801506085864,0.670412562602071,-43.6338223909263,1099.1538605721,0.300104201549883,1
"Indeck-Corinth",23802,F,Combined Cycle,Natural Gas,43.25,-73.8125,140,125,1.075,10.75,32.25,64.5,4.09425292035481,527.168098575901,0.598710242872921,-0.0876046241687922,27.1189823170078,-984.431609842455,0.601298981736978,1
"Stony Brook   (BTM:NG)",24151,K,Combustion Turbine,Natural Gas,40.9168,-73.1292,46,32,0.391666666666667,3.91666666666667,11.75,23.5,8.35379136884841,104.194401245147,0.417341262571401,0.232437620330387,-9.5512989735401,446.650151310131,0.421064592984277,1
"Vernon Blvd 2",24162,J,Combustion Turbine,Natural Gas,40.7539,-73.9506,43,26.5,0.433333333333333,4.33333333333333,13,26,21.6542786194898,-487.325615404184,0.77216330802107,-0.790883532792431,78.4898881620355,-1492.60427480911,0.790519513092396,1
"Far Rockaway GT1",24212,K,Jet Engine,Natural Gas,40.6106,-73.7614,60,47,0.55,5.5,16.5,33,11.1511651137286,-24.857013030274,0.581339489851656,-1.49162005151463,175.053336876622,-4521.69861263525,0.723939146569,1
"Ravenswood CC 04",23820,J,Combined Cycle,Natural Gas,40.7585,-73.9451,286,158,2.575,25.75,77.25,154.5,4.01623501247745,784.865632261453,0.59060992473616,0.0245313645501132,-5.42536609554815,1599.63359167649,0.899789626973766,1
"Astoria East Energy - CC2",323582,J,Combined Cycle,Natural Gas,40.7825,-73.8964,313,169,2.93333333333333,29.3333333333333,88,176,5.39774587944187,407.384739149732,0.777187783971167,0.016383922219842,-2.04477419766622,1168.15171298777,0.92324349354042,1
"Wading River 3",23601,K,Combustion Turbine,Fuel Oil 2,40.9569,-72.8774,94,0,1.56666666666667,15.6666666666667,47,94,13.315,0,0,0,0,0,0,0
"Selkirk-I",23801,F,Combined Cycle,Natural Gas,42.5744,-73.8592,143,0,2.38333333333333,23.8333333333333,71.5,143,7.633,0,0,0,0,0,0,0
"Carthage Energy",23857,E,Combined Cycle,Natural Gas,43.9842,-75.6225,61,0,1.01666666666667,10.1666666666667,30.5,61,7.633,0,0,0,0,0,0,0
"Astoria GT 2-1",24094,J,Jet Engine,Kerosene,40.7864,-73.9133,44,0,0.733333333333333,7.33333333333333,22,44,13.315,0,0,0,0,0,0,0
"Astoria GT 2-2",24095,J,Jet Engine,Kerosene,40.7864,-73.9133,44,0,0.733333333333333,7.33333333333333,22,44,13.315,0,0,0,0,0,0,0
"Astoria GT 2-3",24096,J,Jet Engine,Kerosene,40.7864,-73.9133,44,0,0.733333333333333,7.33333333333333,22,44,13.315,0,0,0,0,0,0,0
"Astoria GT 2-4",24097,J,Jet Engine,Kerosene,40.7864,-73.9133,40,0,0.666666666666667,6.66666666666667,20,40,13.315,0,0,0,0,0,0,0
"Astoria GT 3-1",24098,J,Jet Engine,Kerosene,40.7864,-73.9133,40,0,0.666666666666667,6.66666666666667,20,40,13.315,0,0,0,0,0,0,0
"Astoria GT 3-2",24099,J,Jet Engine,Kerosene,40.7864,-73.9133,44,0,0.733333333333333,7.33333333333333,22,44,13.315,0,0,0,0,0,0,0
"Astoria GT 3-3",24100,J,Jet Engine,Kerosene,40.7864,-73.9133,40,0,0.666666666666667,6.66666666666667,20,40,13.315,0,0,0,0,0,0,0
"Astoria GT 3-4",24101,J,Jet Engine,Kerosene,40.7864,-73.9133,46,0,0.766666666666667,7.66666666666667,23,46,13.315,0,0,0,0,0,0,0
"Astoria GT 4-1",24102,J,Jet Engine,Kerosene,40.7864,-73.9133,40,0,0.666666666666667,6.66666666666667,20,40,13.315,0,0,0,0,0,0,0
"Astoria GT 4-2",24103,J,Jet Engine,Kerosene,40.7864,-73.9133,40,0,0.666666666666667,6.66666666666667,20,40,13.315,0,0,0,0,0,0,0
"Astoria GT 4-3",24104,J,Jet Engine,Kerosene,40.7864,-73.9133,44,0,0.733333333333333,7.33333333333333,22,44,13.315,0,0,0,0,0,0,0
"Astoria GT 4-4",24105,J,Jet Engine,Kerosene,40.7864,-73.9133,42,0,0.7,7,21,42,13.315,0,0,0,0,0,0,0
"Shoreham GT3",24213,K,Combustion Turbine,Fuel Oil 2,40.9572,-72.8664,47,0,0.783333333333333,7.83333333333333,23.5,47,13.315,0,0,0,0,0,0,0
"59 St.  GT 1",24138,J,Combustion Turbine,Kerosene,40.772385,-73.993028,17.1,0,0.285,2.85,8.55,17.1,13.315,0,0,0,0,0,0,0
"74 St.  GT 1",24260,J,Combustion Turbine,Kerosene,40.768421,-73.951731,18.5,0,0.308333333333333,3.08333333333333,9.25,18.5,13.315,0,0,0,0,0,0,0
"74 St.  GT 2",24261,J,Combustion Turbine,Kerosene,40.768421,-73.951731,18.5,0,0.308333333333333,3.08333333333333,9.25,18.5,13.315,0,0,0,0,0,0,0
"Allied Frozen Storage",23774,A,Internal Combustion,Natural Gas,42.842029,-78.722673,0.1,0,0.00166666666666667,0.0166666666666667,0.05,0.1,8.899,0,0,0,0,0,0,0
"Arthur Kill Cogen",323718,J,Internal Combustion,Natural Gas,40.5915,-74.2027,11.1,0,0.185,1.85,5.55,11.1,8.899,0,0,0,0,0,0,0
"Arthur Kill GT 1",23520,J,Combustion Turbine,Natural Gas,40.5915,-74.2027,20,0,0.333333333333333,3.33333333333333,10,20,11.098,0,0,0,0,0,0,0
"Astoria GT 01",23523,J,Combustion Turbine,Natural Gas,40.7864,-73.9133,16,0,0.266666666666667,2.66666666666667,8,16,11.098,0,0,0,0,0,0,0
"Barrett 09",23700,K,Jet Engine,Natural Gas,40.616689,-73.647881,41.8,0,0.696666666666667,6.96666666666667,20.9,41.8,11.098,0,0,0,0,0,0,0
"Barrett 10",23701,K,Jet Engine,Natural Gas,40.616689,-73.647881,41.8,0,0.696666666666667,6.96666666666667,20.9,41.8,11.098,0,0,0,0,0,0,0
"Barrett 11",23702,K,Jet Engine,Natural Gas,40.616689,-73.647881,41.8,0,0.696666666666667,6.96666666666667,20.9,41.8,11.098,0,0,0,0,0,0,0
"Barrett 12",23703,K,Jet Engine,Natural Gas,40.616689,-73.647881,41.8,0,0.696666666666667,6.96666666666667,20.9,41.8,11.098,0,0,0,0,0,0,0
"Binghamton (RET - 1/9/18)",23790,C,Combined Cycle,Natural Gas,42.107192,-75.927782,47.7,0,0.795,7.95,23.85,47.7,7.633,0,0,0,0,0,0,0
"Burrstone Engy Center, LLC LU",23633,E,Internal Combustion,Natural Gas,43.09534,-75.278357,1.1,0,0.0183333333333333,0.183333333333333,0.55,1.1,8.899,0,0,0,0,0,0,0
"Burrstone Engy Center, LLC U",23633,E,Internal Combustion,Natural Gas,43.09534,-75.278357,2.2,0,0.0366666666666667,0.366666666666667,1.1,2.2,8.899,0,0,0,0,0,0,0
"Charles P Keller 09",1661,K,Internal Combustion,Fuel Oil 2,40.658333,-73.640556,3.5,0,0.0583333333333333,0.583333333333333,1.75,3.5,10.325,0,0,0,0,0,0,0
"Charles P Keller 10",1661,K,Internal Combustion,Fuel Oil 2,40.658333,-73.640556,3.5,0,0.0583333333333333,0.583333333333333,1.75,3.5,10.325,0,0,0,0,0,0,0
"Charles P Keller 11",1661,K,Internal Combustion,Fuel Oil 2,40.658333,-73.640556,5.2,0,0.0866666666666667,0.866666666666667,2.6,5.2,10.325,0,0,0,0,0,0,0
"Charles P Keller 14",1661,K,Internal Combustion,Fuel Oil 2,40.658333,-73.640556,6.2,0,0.103333333333333,1.03333333333333,3.1,6.2,10.325,0,0,0,0,0,0,0
"Coxsackie GT",23611,G,Combustion Turbine,Kerosene,42.350889,-73.815798,21.6,0,0.36,3.6,10.8,21.6,13.315,0,0,0,0,0,0,0
"East Hampton 2",23722,K,Internal Combustion,Fuel Oil 2,40.961706,-72.210277,2,0,0.0333333333333333,0.333333333333333,1,2,10.325,0,0,0,0,0,0,0
"East Hampton 3",23722,K,Internal Combustion,Fuel Oil 2,40.961706,-72.210277,2,0,0.0333333333333333,0.333333333333333,1,2,10.325,0,0,0,0,0,0,0
"East Hampton 4",23722,K,Internal Combustion,Fuel Oil 2,40.961706,-72.210277,2,0,0.0333333333333333,0.333333333333333,1,2,10.325,0,0,0,0,0,0,0
"East Hampton GT 01",23717,K,Jet Engine,Fuel Oil 2,40.961706,-72.210277,21.3,0,0.355,3.55,10.65,21.3,13.315,0,0,0,0,0,0,0
"Freeport 1-4",1660,K,Internal Combustion,Fuel Oil 2,40.6447,-73.5683,5.1,0,0.085,0.85,2.55,5.1,10.325,0,0,0,0,0,0,0
"Freeport 2-3",1660,K,Combustion Turbine,Kerosene,40.6447,-73.5683,18.1,0,0.301666666666667,3.01666666666667,9.05,18.1,13.315,0,0,0,0,0,0,0
"General Mills Inc",23808,A,Combustion Turbine,Natural Gas,42.870968,-78.875549,3.8,0,0.0633333333333333,0.633333333333333,1.9,3.8,11.098,0,0,0,0,0,0,0
"Gowanus 1-1",24077,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 1-2",24078,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 1-3",24079,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 1-4",24080,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 1-5",24084,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 1-6",24111,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 1-7",24112,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 2-1",24114,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 2-2",24115,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 2-3",24116,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 2-4",24117,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 2-5",24118,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 2-6",24119,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 2-7",24120,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 2-8",24121,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 3-1",24122,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 3-2",24123,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 3-3",24124,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 3-4",24125,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 3-5",24126,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 3-6",24127,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 3-7",24128,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 3-8",24129,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 4-1",24130,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 4-2",24131,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 4-3",24132,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 4-4",24133,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 4-5",24134,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 4-6",24135,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Gowanus 4-8",24137,J,Combustion Turbine,Fuel Oil 2,40.6635,-74.0051,20,0,0.333333333333333,3.33333333333333,10,20,13.315,0,0,0,0,0,0,0
"Hudson Ave 3",23810,J,Combustion Turbine,Kerosene,40.7052,-73.9807,16.3,0,0.271666666666667,2.71666666666667,8.15,16.3,13.315,0,0,0,0,0,0,0
"Hudson Ave 4",23540,J,Combustion Turbine,Kerosene,40.7052,-73.9807,16.3,0,0.271666666666667,2.71666666666667,8.15,16.3,13.315,0,0,0,0,0,0,0
"Hudson Ave 5",23657,J,Combustion Turbine,Kerosene,40.7052,-73.9807,16.3,0,0.271666666666667,2.71666666666667,8.15,16.3,13.315,0,0,0,0,0,0,0
"Jamestown 5",1658,A,Steam Turbine,Natural Gas,42.0917,-79.2417,28.7,0,0.478333333333333,4.78333333333333,14.35,28.7,10.347,0,0,0,0,0,0,0
"Jamestown 6",1658,A,Steam Turbine,Natural Gas,42.0917,-79.2417,25,0,0.416666666666667,4.16666666666667,12.5,25,10.347,0,0,0,0,0,0,0
"Narrows 1-1",24228,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 1-2",24229,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 1-3",24230,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 1-4",24231,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 1-5",24232,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 1-6",24233,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 1-7",24234,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 1-8",24235,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 2-1",24236,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 2-2",24237,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 2-3",24238,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 2-4",24239,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 2-5",24240,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 2-6",24241,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 2-7",24242,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Narrows 2-8",24243,J,Combustion Turbine,Fuel Oil 2,40.648611,-74.020833,22,0,0.366666666666667,3.66666666666667,11,22,13.315,0,0,0,0,0,0,0
"Northport GT",23718,K,Combustion Turbine,Fuel Oil 2,40.9231,-73.3417,16,0,0.266666666666667,2.66666666666667,8,16,13.315,0,0,0,0,0,0,0
"Ravenswood 01",23729,J,Combustion Turbine,Natural Gas,40.7585,-73.9451,18.6,0,0.31,3.1,9.3,18.6,11.098,0,0,0,0,0,0,0
"Ravenswood 10",24258,J,Jet Engine,Kerosene,40.7585,-73.9451,25,0,0.416666666666667,4.16666666666667,12.5,25,13.315,0,0,0,0,0,0,0
"Ravenswood 11",24259,J,Jet Engine,Kerosene,40.7585,-73.9451,25,0,0.416666666666667,4.16666666666667,12.5,25,13.315,0,0,0,0,0,0,0
"S Hampton 1",23720,K,Combustion Turbine,Fuel Oil 2,40.899997,-72.381977,11.5,0,0.191666666666667,1.91666666666667,5.75,11.5,13.315,0,0,0,0,0,0,0
"Shoreham 1",23715,K,Combustion Turbine,Fuel Oil 2,40.9572,-72.8664,52.9,0,0.881666666666667,8.81666666666667,26.45,52.9,13.315,0,0,0,0,0,0,0
"Shoreham 2",23716,K,Jet Engine,Fuel Oil 2,40.9572,-72.8664,18.6,0,0.31,3.1,9.3,18.6,13.315,0,0,0,0,0,0,0
"South Cairo",23612,G,Combustion Turbine,Kerosene,42.291275,-73.986452,21.6,0,0.36,3.6,10.8,21.6,13.315,0,0,0,0,0,0,0
"Southold 1",23719,K,Combustion Turbine,Fuel Oil 2,41.1059,-72.3761,14,0,0.233333333333333,2.33333333333333,7,14,13.315,0,0,0,0,0,0,0
"St. Elizabeth Medical Center",23633,E,Internal Combustion,Natural Gas,43.082104,-75.2661,0.6,0,0.01,0.1,0.3,0.6,8.899,0,0,0,0,0,0,0
